types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Physical_therapy,physical therapist,3736,100,0.999999999997982,0.0,2,38,== Other work == | === Acting ===
http://dbpedia.org/ontology/Drug,http://dbpedia.org/resource/Physical_therapy,physical therapist,3736,100,0.999999999997982,0.0,2,38,== Other work == | === Acting ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Physical_therapy,physical therapist,3736,100,0.999999999997982,0.0,2,38,== Other work == | === Acting ===
http://umbel.org/umbel/rc/AilmentCondition,http://dbpedia.org/resource/Physical_therapy,physical therapist,3736,100,0.999999999997982,0.0,2,38,== Other work == | === Acting ===
