types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/WikicatBalletMasters,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/WikicatPeopleFromMarseille,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/WikicatDanceDirectorsOfLaMonnaie,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/WikicatMaleBalletDancers,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/Administrator109770949,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/BalletDancer109834699,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/BalletMaster109834885,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/Choreographer109920283,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/Dancer109989502,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/Director110014939,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/Head110162991,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/Leader109623038,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
