types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/The_Humble_Brothers,The Humble Brothers,18,14,1.0,0.0,0,6,== Biography == | === Other projects ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/The_Humble_Brothers,The Humble Brothers,18,14,1.0,0.0,0,6,== Biography == | === Other projects ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/The_Humble_Brothers,The Humble Brothers,18,14,1.0,0.0,0,6,== Biography == | === Other projects ===
