types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Earth-616,Marvel World,841,5,1.0,0.0,0,23,== Discography == | === As member ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Earth-616,Marvel World,841,5,1.0,0.0,0,23,== Discography == | === As member ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Earth-616,Marvel World,841,5,1.0,0.0,0,23,== Discography == | === As member ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Earth-616,Marvel World,841,5,1.0,0.0,0,23,== Discography == | === As member ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Earth-616,Marvel World,841,5,1.0,0.0,0,23,== Discography == | === As member ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Earth-616,Marvel World,841,5,1.0,0.0,0,23,== Discography == | === As member ===
