types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAmericanAwards,http://dbpedia.org/resource/Theatre_World_Award,Theater World awards,605,188,1.0,0.0,6,3,== Career == | === Broadway actress ===
http://dbpedia.org/class/yago/WikicatAmericanTheaterAwards,http://dbpedia.org/resource/Theatre_World_Award,Theater World awards,605,188,1.0,0.0,6,3,== Career == | === Broadway actress ===
http://dbpedia.org/class/yago/WikicatAwardsEstablishedIn1946,http://dbpedia.org/resource/Theatre_World_Award,Theater World awards,605,188,1.0,0.0,6,3,== Career == | === Broadway actress ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Theatre_World_Award,Theater World awards,605,188,1.0,0.0,6,3,== Career == | === Broadway actress ===
http://dbpedia.org/class/yago/Award106696483,http://dbpedia.org/resource/Theatre_World_Award,Theater World awards,605,188,1.0,0.0,6,3,== Career == | === Broadway actress ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Theatre_World_Award,Theater World awards,605,188,1.0,0.0,6,3,== Career == | === Broadway actress ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Theatre_World_Award,Theater World awards,605,188,1.0,0.0,6,3,== Career == | === Broadway actress ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Theatre_World_Award,Theater World awards,605,188,1.0,0.0,6,3,== Career == | === Broadway actress ===
http://dbpedia.org/class/yago/WikicatTheatreAwards,http://dbpedia.org/resource/Theatre_World_Award,Theater World awards,605,188,1.0,0.0,6,3,== Career == | === Broadway actress ===
