types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Allusion,Allusion,418,13,0.9999999999802328,0.0,0,132,== Discography == | === Albums ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Allusion,Allusion,418,13,0.9999999999802328,0.0,0,132,== Discography == | === Albums ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Allusion,Allusion,418,13,0.9999999999802328,0.0,0,132,== Discography == | === Albums ===
