types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Five_Little_Peppers,Five Little Peppers,22,60,1.0,0.0,8,9,== Biography == | === MGM career ===
http://dbpedia.org/class/yago/WikicatAmericanChildren'sNovels,http://dbpedia.org/resource/Five_Little_Peppers,Five Little Peppers,22,60,1.0,0.0,8,9,== Biography == | === MGM career ===
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/Five_Little_Peppers,Five Little Peppers,22,60,1.0,0.0,8,9,== Biography == | === MGM career ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Five_Little_Peppers,Five Little Peppers,22,60,1.0,0.0,8,9,== Biography == | === MGM career ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Five_Little_Peppers,Five Little Peppers,22,60,1.0,0.0,8,9,== Biography == | === MGM career ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Five_Little_Peppers,Five Little Peppers,22,60,1.0,0.0,8,9,== Biography == | === MGM career ===
http://dbpedia.org/class/yago/Fiction106367107,http://dbpedia.org/resource/Five_Little_Peppers,Five Little Peppers,22,60,1.0,0.0,8,9,== Biography == | === MGM career ===
http://dbpedia.org/class/yago/LiteraryComposition106364329,http://dbpedia.org/resource/Five_Little_Peppers,Five Little Peppers,22,60,1.0,0.0,8,9,== Biography == | === MGM career ===
http://dbpedia.org/class/yago/Novel106367879,http://dbpedia.org/resource/Five_Little_Peppers,Five Little Peppers,22,60,1.0,0.0,8,9,== Biography == | === MGM career ===
