types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Remington_Rand,Remington,362,0,0.474127104095249,0.6958039836431216,0,66,== Discography == | === Frank Zappa ===
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Remington_Rand,Remington,362,0,0.474127104095249,0.6958039836431216,0,66,== Discography == | === Frank Zappa ===
http://dbpedia.org/class/yago/WikicatCompaniesBasedInNewYorkCity,http://dbpedia.org/resource/Remington_Rand,Remington,362,0,0.474127104095249,0.6958039836431216,0,66,== Discography == | === Frank Zappa ===
http://dbpedia.org/class/yago/WikicatCompaniesDisestablishedIn1955,http://dbpedia.org/resource/Remington_Rand,Remington,362,0,0.474127104095249,0.6958039836431216,0,66,== Discography == | === Frank Zappa ===
http://dbpedia.org/class/yago/WikicatCompaniesEstablishedIn1927,http://dbpedia.org/resource/Remington_Rand,Remington,362,0,0.474127104095249,0.6958039836431216,0,66,== Discography == | === Frank Zappa ===
http://dbpedia.org/class/yago/WikicatCompaniesOfTheUnitedStates,http://dbpedia.org/resource/Remington_Rand,Remington,362,0,0.474127104095249,0.6958039836431216,0,66,== Discography == | === Frank Zappa ===
http://dbpedia.org/class/yago/WikicatComputerCompaniesOfTheUnitedStates,http://dbpedia.org/resource/Remington_Rand,Remington,362,0,0.474127104095249,0.6958039836431216,0,66,== Discography == | === Frank Zappa ===
http://dbpedia.org/class/yago/WikicatComputerHardwareCompanies,http://dbpedia.org/resource/Remington_Rand,Remington,362,0,0.474127104095249,0.6958039836431216,0,66,== Discography == | === Frank Zappa ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Remington_Rand,Remington,362,0,0.474127104095249,0.6958039836431216,0,66,== Discography == | === Frank Zappa ===
http://dbpedia.org/class/yago/Company108058098,http://dbpedia.org/resource/Remington_Rand,Remington,362,0,0.474127104095249,0.6958039836431216,0,66,== Discography == | === Frank Zappa ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Remington_Rand,Remington,362,0,0.474127104095249,0.6958039836431216,0,66,== Discography == | === Frank Zappa ===
http://dbpedia.org/class/yago/Institution108053576,http://dbpedia.org/resource/Remington_Rand,Remington,362,0,0.474127104095249,0.6958039836431216,0,66,== Discography == | === Frank Zappa ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Remington_Rand,Remington,362,0,0.474127104095249,0.6958039836431216,0,66,== Discography == | === Frank Zappa ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Remington_Rand,Remington,362,0,0.474127104095249,0.6958039836431216,0,66,== Discography == | === Frank Zappa ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Remington_Rand,Remington,362,0,0.474127104095249,0.6958039836431216,0,66,== Discography == | === Frank Zappa ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Remington_Rand,Remington,362,0,0.474127104095249,0.6958039836431216,0,66,== Discography == | === Frank Zappa ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Remington_Rand,Remington,362,0,0.474127104095249,0.6958039836431216,0,66,== Discography == | === Frank Zappa ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Remington_Rand,Remington,362,0,0.474127104095249,0.6958039836431216,0,66,== Discography == | === Frank Zappa ===
http://dbpedia.org/class/yago/WikicatDefunctCompaniesBasedInNewYork,http://dbpedia.org/resource/Remington_Rand,Remington,362,0,0.474127104095249,0.6958039836431216,0,66,== Discography == | === Frank Zappa ===
http://dbpedia.org/class/yago/WikicatDefunctComputerCompaniesOfTheUnitedStates,http://dbpedia.org/resource/Remington_Rand,Remington,362,0,0.474127104095249,0.6958039836431216,0,66,== Discography == | === Frank Zappa ===
http://dbpedia.org/class/yago/WikicatDefunctSoftwareCompanies,http://dbpedia.org/resource/Remington_Rand,Remington,362,0,0.474127104095249,0.6958039836431216,0,66,== Discography == | === Frank Zappa ===
