types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Place,http://dbpedia.org/resource/Glade_(geography),glade,192,18,0.994882775971118,0.0,0,34,== Discography == | === Other collaborations ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Adventstid,adventstid,3,38,0.7523396668447232,0.0,0,60,== Discography == | === Other collaborations ===
http://dbpedia.org/class/yago/WikicatAdventSongs,http://dbpedia.org/resource/Adventstid,adventstid,3,38,0.7523396668447232,0.0,0,60,== Discography == | === Other collaborations ===
http://dbpedia.org/ontology/Single,http://dbpedia.org/resource/Adventstid,adventstid,3,38,0.7523396668447232,0.0,0,60,== Discography == | === Other collaborations ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Adventstid,adventstid,3,38,0.7523396668447232,0.0,0,60,== Discography == | === Other collaborations ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/Adventstid,adventstid,3,38,0.7523396668447232,0.0,0,60,== Discography == | === Other collaborations ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Adventstid,adventstid,3,38,0.7523396668447232,0.0,0,60,== Discography == | === Other collaborations ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/Adventstid,adventstid,3,38,0.7523396668447232,0.0,0,60,== Discography == | === Other collaborations ===
http://dbpedia.org/class/yago/MusicalComposition107037465,http://dbpedia.org/resource/Adventstid,adventstid,3,38,0.7523396668447232,0.0,0,60,== Discography == | === Other collaborations ===
http://dbpedia.org/class/yago/Song107048000,http://dbpedia.org/resource/Adventstid,adventstid,3,38,0.7523396668447232,0.0,0,60,== Discography == | === Other collaborations ===
http://dbpedia.org/class/yago/WikicatSwedish-languageSongs,http://dbpedia.org/resource/Adventstid,adventstid,3,38,0.7523396668447232,0.0,0,60,== Discography == | === Other collaborations ===
http://dbpedia.org/class/yago/WikicatSwedishSongs,http://dbpedia.org/resource/Adventstid,adventstid,3,38,0.7523396668447232,0.0,0,60,== Discography == | === Other collaborations ===
