types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Twenty20,Twenty 20,12066,0,0.9934609027492756,0.0065821378419188,0,35,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Word106286395,http://dbpedia.org/resource/Twenty20,Twenty 20,12066,0,0.9934609027492756,0.0065821378419188,0,35,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Twenty20,Twenty 20,12066,0,0.9934609027492756,0.0065821378419188,0,35,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Form106290637,http://dbpedia.org/resource/Twenty20,Twenty 20,12066,0,0.9934609027492756,0.0065821378419188,0,35,== Discography == | === As leader ===
http://dbpedia.org/class/yago/LanguageUnit106284225,http://dbpedia.org/resource/Twenty20,Twenty 20,12066,0,0.9934609027492756,0.0065821378419188,0,35,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Twenty20,Twenty 20,12066,0,0.9934609027492756,0.0065821378419188,0,35,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Twenty20,Twenty 20,12066,0,0.9934609027492756,0.0065821378419188,0,35,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatFormsOfCricket,http://dbpedia.org/resource/Twenty20,Twenty 20,12066,0,0.9934609027492756,0.0065821378419188,0,35,== Discography == | === As leader ===
