types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Musical_instrument,Musical instrument,3835,1,0.9999999993936796,0.0,2,145,== List of works == | === Writings ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Musical_instrument,Musical instrument,3835,1,0.9999999993936796,0.0,2,145,== List of works == | === Writings ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Musical_instrument,Musical instrument,3835,1,0.9999999993936796,0.0,2,145,== List of works == | === Writings ===
