types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Humate,Love Stimulation,42,8,1.0,0.0,0,57,== Selected discography == | === Selected remixes ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Humate,Love Stimulation,42,8,1.0,0.0,0,57,== Selected discography == | === Selected remixes ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Humate,Love Stimulation,42,8,1.0,0.0,0,57,== Selected discography == | === Selected remixes ===
