types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Pierre_Blanchard,Pierre Blanchard,7,168,0.999999999999602,0.0,0,60,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Worker109632518,http://dbpedia.org/resource/Pierre_Blanchard,Pierre Blanchard,7,168,0.999999999999602,0.0,0,60,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Pierre_Blanchard,Pierre Blanchard,7,168,0.999999999999602,0.0,0,60,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Pierre_Blanchard,Pierre Blanchard,7,168,0.999999999999602,0.0,0,60,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Pierre_Blanchard,Pierre Blanchard,7,168,0.999999999999602,0.0,0,60,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatSailorsAtThe1968SummerOlympics–Dragon,http://dbpedia.org/resource/Pierre_Blanchard,Pierre Blanchard,7,168,0.999999999999602,0.0,0,60,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Pierre_Blanchard,Pierre Blanchard,7,168,0.999999999999602,0.0,0,60,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Pierre_Blanchard,Pierre Blanchard,7,168,0.999999999999602,0.0,0,60,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Pierre_Blanchard,Pierre Blanchard,7,168,0.999999999999602,0.0,0,60,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Pierre_Blanchard,Pierre Blanchard,7,168,0.999999999999602,0.0,0,60,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Pierre_Blanchard,Pierre Blanchard,7,168,0.999999999999602,0.0,0,60,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Pierre_Blanchard,Pierre Blanchard,7,168,0.999999999999602,0.0,0,60,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Sailor110546633,http://dbpedia.org/resource/Pierre_Blanchard,Pierre Blanchard,7,168,0.999999999999602,0.0,0,60,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/SkilledWorker110605985,http://dbpedia.org/resource/Pierre_Blanchard,Pierre Blanchard,7,168,0.999999999999602,0.0,0,60,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Pierre_Blanchard,Pierre Blanchard,7,168,0.999999999999602,0.0,0,60,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatOlympicSailorsOfFrance,http://dbpedia.org/resource/Pierre_Blanchard,Pierre Blanchard,7,168,0.999999999999602,0.0,0,60,== Discography == | === As sideman ===
