types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/The_Music_Factory,The Music Factory,128,35,0.9841521508855968,0.0111891146513138,5,7,== Biography == | === AC/DC ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/The_Music_Factory,The Music Factory,128,35,0.9841521508855968,0.0111891146513138,5,7,== Biography == | === AC/DC ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/The_Music_Factory,The Music Factory,128,35,0.9841521508855968,0.0111891146513138,5,7,== Biography == | === AC/DC ===
http://dbpedia.org/class/yago/WikicatMusicTelevisionChannels,http://dbpedia.org/resource/The_Music_Factory,The Music Factory,128,35,0.9841521508855968,0.0111891146513138,5,7,== Biography == | === AC/DC ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/The_Music_Factory,The Music Factory,128,35,0.9841521508855968,0.0111891146513138,5,7,== Biography == | === AC/DC ===
http://dbpedia.org/class/yago/BroadcastingStation102903405,http://dbpedia.org/resource/The_Music_Factory,The Music Factory,128,35,0.9841521508855968,0.0111891146513138,5,7,== Biography == | === AC/DC ===
http://dbpedia.org/class/yago/Channel103006398,http://dbpedia.org/resource/The_Music_Factory,The Music Factory,128,35,0.9841521508855968,0.0111891146513138,5,7,== Biography == | === AC/DC ===
http://dbpedia.org/class/yago/Facility103315023,http://dbpedia.org/resource/The_Music_Factory,The Music Factory,128,35,0.9841521508855968,0.0111891146513138,5,7,== Biography == | === AC/DC ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/The_Music_Factory,The Music Factory,128,35,0.9841521508855968,0.0111891146513138,5,7,== Biography == | === AC/DC ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/The_Music_Factory,The Music Factory,128,35,0.9841521508855968,0.0111891146513138,5,7,== Biography == | === AC/DC ===
http://dbpedia.org/class/yago/Station104306080,http://dbpedia.org/resource/The_Music_Factory,The Music Factory,128,35,0.9841521508855968,0.0111891146513138,5,7,== Biography == | === AC/DC ===
http://dbpedia.org/class/yago/TelevisionStation104406350,http://dbpedia.org/resource/The_Music_Factory,The Music Factory,128,35,0.9841521508855968,0.0111891146513138,5,7,== Biography == | === AC/DC ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/The_Music_Factory,The Music Factory,128,35,0.9841521508855968,0.0111891146513138,5,7,== Biography == | === AC/DC ===
http://dbpedia.org/class/yago/WikicatTelevisionChannelsInBelgium,http://dbpedia.org/resource/The_Music_Factory,The Music Factory,128,35,0.9841521508855968,0.0111891146513138,5,7,== Biography == | === AC/DC ===
http://dbpedia.org/class/yago/WikicatTelevisionChannelsInTheNetherlands,http://dbpedia.org/resource/The_Music_Factory,The Music Factory,128,35,0.9841521508855968,0.0111891146513138,5,7,== Biography == | === AC/DC ===
http://dbpedia.org/class/yago/WikicatTelevisionChannelsInTheUnitedKingdom,http://dbpedia.org/resource/The_Music_Factory,The Music Factory,128,35,0.9841521508855968,0.0111891146513138,5,7,== Biography == | === AC/DC ===
