types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/ClassicalMusicComposition,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatWarhammerFantasyLocations,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/CityState108177958,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Fantasy105632446,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/FantasyWorld105633044,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Imagination105625465,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/PoliticalUnit108359949,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/State108168978,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Unit108189659,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatFantasyWorlds,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatFictionalCity-states,http://dbpedia.org/resource/Warhammer_Fantasy_(setting),Dark Lands,1041,0,0.9999998769648576,0.0,0,12,== Discography == | === Singles ===
