types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Medialaan,Vlaamse Media Maatschappij,41,44,1.0,0.0,8,10,== Life and career == | === Studio 100 ===
http://dbpedia.org/class/yago/WikicatBelgianTelevisionNetworks,http://dbpedia.org/resource/Medialaan,Vlaamse Media Maatschappij,41,44,1.0,0.0,8,10,== Life and career == | === Studio 100 ===
http://dbpedia.org/class/yago/WikicatDutch-languageTelevisionNetworks,http://dbpedia.org/resource/Medialaan,Vlaamse Media Maatschappij,41,44,1.0,0.0,8,10,== Life and career == | === Studio 100 ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Medialaan,Vlaamse Media Maatschappij,41,44,1.0,0.0,8,10,== Life and career == | === Studio 100 ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Medialaan,Vlaamse Media Maatschappij,41,44,1.0,0.0,8,10,== Life and career == | === Studio 100 ===
http://dbpedia.org/class/yago/Network108434259,http://dbpedia.org/resource/Medialaan,Vlaamse Media Maatschappij,41,44,1.0,0.0,8,10,== Life and career == | === Studio 100 ===
http://dbpedia.org/class/yago/System108435388,http://dbpedia.org/resource/Medialaan,Vlaamse Media Maatschappij,41,44,1.0,0.0,8,10,== Life and career == | === Studio 100 ===
