types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Extended_chord,extended chords,60,104,1.0,0.0,15,27,== History == | ==== Romanticism ====
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Extended_chord,extended chords,60,104,1.0,0.0,15,27,== History == | ==== Romanticism ====
http://dbpedia.org/class/yago/Chord113874927,http://dbpedia.org/resource/Extended_chord,extended chords,60,104,1.0,0.0,15,27,== History == | ==== Romanticism ====
http://dbpedia.org/class/yago/Line113863771,http://dbpedia.org/resource/Extended_chord,extended chords,60,104,1.0,0.0,15,27,== History == | ==== Romanticism ====
http://dbpedia.org/class/yago/Shape100027807,http://dbpedia.org/resource/Extended_chord,extended chords,60,104,1.0,0.0,15,27,== History == | ==== Romanticism ====
http://dbpedia.org/class/yago/StraightLine113869991,http://dbpedia.org/resource/Extended_chord,extended chords,60,104,1.0,0.0,15,27,== History == | ==== Romanticism ====
http://dbpedia.org/class/yago/WikicatExtendedChords,http://dbpedia.org/resource/Extended_chord,extended chords,60,104,1.0,0.0,15,27,== History == | ==== Romanticism ====
