types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Buntsandstein,Bunter,283,9,0.9999832943660366,1.6704084980323896e-05,0,42,== Selected discography == | ==== Studio albums ====
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Buntsandstein,Bunter,283,9,0.9999832943660366,1.6704084980323896e-05,0,42,== Selected discography == | ==== Studio albums ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Buntsandstein,Bunter,283,9,0.9999832943660366,1.6704084980323896e-05,0,42,== Selected discography == | ==== Studio albums ====
http://dbpedia.org/class/yago/Arrangement107938773,http://dbpedia.org/resource/Buntsandstein,Bunter,283,9,0.9999832943660366,1.6704084980323896e-05,0,42,== Selected discography == | ==== Studio albums ====
http://dbpedia.org/class/yago/Formation108426461,http://dbpedia.org/resource/Buntsandstein,Bunter,283,9,0.9999832943660366,1.6704084980323896e-05,0,42,== Selected discography == | ==== Studio albums ====
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Buntsandstein,Bunter,283,9,0.9999832943660366,1.6704084980323896e-05,0,42,== Selected discography == | ==== Studio albums ====
http://dbpedia.org/class/yago/WikicatTriassicGeologicFormations,http://dbpedia.org/resource/Buntsandstein,Bunter,283,9,0.9999832943660366,1.6704084980323896e-05,0,42,== Selected discography == | ==== Studio albums ====
