types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Food,http://dbpedia.org/resource/Choucroute_garnie,choucroute,26,21,0.9999998463408676,0.0,1,10,== Filmography == | === Director ===
http://dbpedia.org/class/yago/Food100021265,http://dbpedia.org/resource/Choucroute_garnie,choucroute,26,21,0.9999998463408676,0.0,1,10,== Filmography == | === Director ===
http://dbpedia.org/class/yago/Matter100020827,http://dbpedia.org/resource/Choucroute_garnie,choucroute,26,21,0.9999998463408676,0.0,1,10,== Filmography == | === Director ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Choucroute_garnie,choucroute,26,21,0.9999998463408676,0.0,1,10,== Filmography == | === Director ===
http://dbpedia.org/class/yago/Substance100020090,http://dbpedia.org/resource/Choucroute_garnie,choucroute,26,21,0.9999998463408676,0.0,1,10,== Filmography == | === Director ===
