types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Horticulture,horticultural,3336,12,0.999999998227679,0.0,14,6,== Early life == | === Youth: 1945–1965 ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Horticulture,horticultural,3336,12,0.999999998227679,0.0,14,6,== Early life == | === Youth: 1945–1965 ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Horticulture,horticultural,3336,12,0.999999998227679,0.0,14,6,== Early life == | === Youth: 1945–1965 ===
