types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Verstehen,verstehen,86,53,1.0,0.0,1,30,== Methodology == | === Verstehen ===
http://dbpedia.org/class/yago/WikicatSocialConcepts,http://dbpedia.org/resource/Verstehen,verstehen,86,53,1.0,0.0,1,30,== Methodology == | === Verstehen ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Verstehen,verstehen,86,53,1.0,0.0,1,30,== Methodology == | === Verstehen ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Verstehen,verstehen,86,53,1.0,0.0,1,30,== Methodology == | === Verstehen ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Verstehen,verstehen,86,53,1.0,0.0,1,30,== Methodology == | === Verstehen ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Verstehen,verstehen,86,53,1.0,0.0,1,30,== Methodology == | === Verstehen ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Verstehen,verstehen,86,53,1.0,0.0,1,30,== Methodology == | === Verstehen ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Verstehen,verstehen,86,53,1.0,0.0,1,30,== Methodology == | === Verstehen ===
