types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAmericanPoetryAwards,http://dbpedia.org/resource/National_Book_Award_for_Poetry,Poetry,222,66,0.600164466212235,0.4377840202985695,0,28,== Bibliography == | === Poetry ===
http://dbpedia.org/ontology/Award,http://dbpedia.org/resource/National_Book_Award_for_Poetry,Poetry,222,66,0.600164466212235,0.4377840202985695,0,28,== Bibliography == | === Poetry ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/National_Book_Award_for_Poetry,Poetry,222,66,0.600164466212235,0.4377840202985695,0,28,== Bibliography == | === Poetry ===
http://dbpedia.org/class/yago/Award106696483,http://dbpedia.org/resource/National_Book_Award_for_Poetry,Poetry,222,66,0.600164466212235,0.4377840202985695,0,28,== Bibliography == | === Poetry ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/National_Book_Award_for_Poetry,Poetry,222,66,0.600164466212235,0.4377840202985695,0,28,== Bibliography == | === Poetry ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/National_Book_Award_for_Poetry,Poetry,222,66,0.600164466212235,0.4377840202985695,0,28,== Bibliography == | === Poetry ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/National_Book_Award_for_Poetry,Poetry,222,66,0.600164466212235,0.4377840202985695,0,28,== Bibliography == | === Poetry ===
