types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/German_Expressionism,Expressionist,643,183,0.7033921724809562,0.4215702407616989,9,6,== Career == | === Paramount films ===
http://dbpedia.org/class/yago/WikicatMovementsInCinema,http://dbpedia.org/resource/German_Expressionism,Expressionist,643,183,0.7033921724809562,0.4215702407616989,9,6,== Career == | === Paramount films ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/German_Expressionism,Expressionist,643,183,0.7033921724809562,0.4215702407616989,9,6,== Career == | === Paramount films ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/German_Expressionism,Expressionist,643,183,0.7033921724809562,0.4215702407616989,9,6,== Career == | === Paramount films ===
http://dbpedia.org/class/yago/Action100037396,http://dbpedia.org/resource/German_Expressionism,Expressionist,643,183,0.7033921724809562,0.4215702407616989,9,6,== Career == | === Paramount films ===
http://dbpedia.org/class/yago/Category105838765,http://dbpedia.org/resource/German_Expressionism,Expressionist,643,183,0.7033921724809562,0.4215702407616989,9,6,== Career == | === Paramount films ===
http://dbpedia.org/class/yago/Change100191142,http://dbpedia.org/resource/German_Expressionism,Expressionist,643,183,0.7033921724809562,0.4215702407616989,9,6,== Career == | === Paramount films ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/German_Expressionism,Expressionist,643,183,0.7033921724809562,0.4215702407616989,9,6,== Career == | === Paramount films ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/German_Expressionism,Expressionist,643,183,0.7033921724809562,0.4215702407616989,9,6,== Career == | === Paramount films ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/German_Expressionism,Expressionist,643,183,0.7033921724809562,0.4215702407616989,9,6,== Career == | === Paramount films ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/German_Expressionism,Expressionist,643,183,0.7033921724809562,0.4215702407616989,9,6,== Career == | === Paramount films ===
http://dbpedia.org/class/yago/Genre105845332,http://dbpedia.org/resource/German_Expressionism,Expressionist,643,183,0.7033921724809562,0.4215702407616989,9,6,== Career == | === Paramount films ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/German_Expressionism,Expressionist,643,183,0.7033921724809562,0.4215702407616989,9,6,== Career == | === Paramount films ===
http://dbpedia.org/class/yago/Kind105839024,http://dbpedia.org/resource/German_Expressionism,Expressionist,643,183,0.7033921724809562,0.4215702407616989,9,6,== Career == | === Paramount films ===
http://dbpedia.org/class/yago/Motion100331950,http://dbpedia.org/resource/German_Expressionism,Expressionist,643,183,0.7033921724809562,0.4215702407616989,9,6,== Career == | === Paramount films ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/German_Expressionism,Expressionist,643,183,0.7033921724809562,0.4215702407616989,9,6,== Career == | === Paramount films ===
http://dbpedia.org/class/yago/WikicatFilmGenres,http://dbpedia.org/resource/German_Expressionism,Expressionist,643,183,0.7033921724809562,0.4215702407616989,9,6,== Career == | === Paramount films ===
