types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatBoots,http://dbpedia.org/resource/Ugg_boots,Ugg boots,265,169,1.0,0.0,5,8,== Artistry == | === Public image ===
http://dbpedia.org/class/yago/WikicatShoes,http://dbpedia.org/resource/Ugg_boots,Ugg boots,265,169,1.0,0.0,5,8,== Artistry == | === Public image ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Ugg_boots,Ugg boots,265,169,1.0,0.0,5,8,== Artistry == | === Public image ===
http://dbpedia.org/class/yago/Boot102872752,http://dbpedia.org/resource/Ugg_boots,Ugg boots,265,169,1.0,0.0,5,8,== Artistry == | === Public image ===
http://dbpedia.org/class/yago/Covering103122748,http://dbpedia.org/resource/Ugg_boots,Ugg boots,265,169,1.0,0.0,5,8,== Artistry == | === Public image ===
http://dbpedia.org/class/yago/Footwear103380867,http://dbpedia.org/resource/Ugg_boots,Ugg boots,265,169,1.0,0.0,5,8,== Artistry == | === Public image ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Ugg_boots,Ugg boots,265,169,1.0,0.0,5,8,== Artistry == | === Public image ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Ugg_boots,Ugg boots,265,169,1.0,0.0,5,8,== Artistry == | === Public image ===
http://dbpedia.org/class/yago/Shoe104199027,http://dbpedia.org/resource/Ugg_boots,Ugg boots,265,169,1.0,0.0,5,8,== Artistry == | === Public image ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Ugg_boots,Ugg boots,265,169,1.0,0.0,5,8,== Artistry == | === Public image ===
