types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Phun_City,Phun City,24,91,1.0,0.0,2,6,== Biography and career == | === Shagrat ===
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/resource/Phun_City,Phun City,24,91,1.0,0.0,2,6,== Biography and career == | === Shagrat ===
http://dbpedia.org/class/yago/WikicatCountercultureFestivals,http://dbpedia.org/resource/Phun_City,Phun City,24,91,1.0,0.0,2,6,== Biography and career == | === Shagrat ===
http://dbpedia.org/class/yago/WikicatMusicFestivalsInWestSussex,http://dbpedia.org/resource/Phun_City,Phun City,24,91,1.0,0.0,2,6,== Biography and career == | === Shagrat ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Phun_City,Phun City,24,91,1.0,0.0,2,6,== Biography and career == | === Shagrat ===
http://dbpedia.org/class/yago/Festival115162388,http://dbpedia.org/resource/Phun_City,Phun City,24,91,1.0,0.0,2,6,== Biography and career == | === Shagrat ===
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Phun_City,Phun City,24,91,1.0,0.0,2,6,== Biography and career == | === Shagrat ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Phun_City,Phun City,24,91,1.0,0.0,2,6,== Biography and career == | === Shagrat ===
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Phun_City,Phun City,24,91,1.0,0.0,2,6,== Biography and career == | === Shagrat ===
http://dbpedia.org/class/yago/WikicatFreeFestivals,http://dbpedia.org/resource/Phun_City,Phun City,24,91,1.0,0.0,2,6,== Biography and career == | === Shagrat ===
