types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Rhythm_section,rhythm,524,48,0.8024123735638312,0.1090244946106833,11,2,== Biography ==
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/ABQ,ABQ,40,17,0.9752631125095924,0.024652062490989,0,72,== Discography == | === As sideman ===
http://dbpedia.org/ontology/Station,http://dbpedia.org/resource/ABQ,ABQ,40,17,0.9752631125095924,0.024652062490989,0,72,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/ABQ,ABQ,40,17,0.9752631125095924,0.024652062490989,0,72,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/ABQ,ABQ,40,17,0.9752631125095924,0.024652062490989,0,72,== Discography == | === As sideman ===
http://umbel.org/umbel/rc/Business,http://dbpedia.org/resource/ABQ,ABQ,40,17,0.9752631125095924,0.024652062490989,0,72,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/ABQ,ABQ,40,17,0.9752631125095924,0.024652062490989,0,72,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/BroadcastingStation102903405,http://dbpedia.org/resource/ABQ,ABQ,40,17,0.9752631125095924,0.024652062490989,0,72,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Channel103006398,http://dbpedia.org/resource/ABQ,ABQ,40,17,0.9752631125095924,0.024652062490989,0,72,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Facility103315023,http://dbpedia.org/resource/ABQ,ABQ,40,17,0.9752631125095924,0.024652062490989,0,72,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/ABQ,ABQ,40,17,0.9752631125095924,0.024652062490989,0,72,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/ABQ,ABQ,40,17,0.9752631125095924,0.024652062490989,0,72,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Station104306080,http://dbpedia.org/resource/ABQ,ABQ,40,17,0.9752631125095924,0.024652062490989,0,72,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/TelevisionStation104406350,http://dbpedia.org/resource/ABQ,ABQ,40,17,0.9752631125095924,0.024652062490989,0,72,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/ABQ,ABQ,40,17,0.9752631125095924,0.024652062490989,0,72,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatTelevisionChannelsAndStationsEstablishedIn1959,http://dbpedia.org/resource/ABQ,ABQ,40,17,0.9752631125095924,0.024652062490989,0,72,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatTelevisionChannelsAndStationsEstablishedIn1963,http://dbpedia.org/resource/ABQ,ABQ,40,17,0.9752631125095924,0.024652062490989,0,72,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatTelevisionChannelsAndStationsEstablishedIn1964,http://dbpedia.org/resource/ABQ,ABQ,40,17,0.9752631125095924,0.024652062490989,0,72,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatTelevisionChannelsAndStationsEstablishedIn1965,http://dbpedia.org/resource/ABQ,ABQ,40,17,0.9752631125095924,0.024652062490989,0,72,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatTelevisionChannelsAndStationsEstablishedIn1966,http://dbpedia.org/resource/ABQ,ABQ,40,17,0.9752631125095924,0.024652062490989,0,72,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatTelevisionChannelsAndStationsEstablishedIn1967,http://dbpedia.org/resource/ABQ,ABQ,40,17,0.9752631125095924,0.024652062490989,0,72,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatTelevisionChannelsAndStationsEstablishedIn1970,http://dbpedia.org/resource/ABQ,ABQ,40,17,0.9752631125095924,0.024652062490989,0,72,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatTelevisionChannelsAndStationsEstablishedIn1971,http://dbpedia.org/resource/ABQ,ABQ,40,17,0.9752631125095924,0.024652062490989,0,72,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatTelevisionChannelsAndStationsEstablishedIn1973,http://dbpedia.org/resource/ABQ,ABQ,40,17,0.9752631125095924,0.024652062490989,0,72,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatTelevisionChannelsAndStationsEstablishedIn1974,http://dbpedia.org/resource/ABQ,ABQ,40,17,0.9752631125095924,0.024652062490989,0,72,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatTelevisionStationsInBrisbane,http://dbpedia.org/resource/ABQ,ABQ,40,17,0.9752631125095924,0.024652062490989,0,72,== Discography == | === As sideman ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Dieter_Ilg,Dieter Ilg,20,0,1.0,0.0,0,77,== Discography == | === As sideman ===
