types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInChiangMaiProvince,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://dbpedia.org/ontology/City,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://umbel.org/umbel/rc/Location_Underspecified,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://umbel.org/umbel/rc/PopulatedPlace,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://umbel.org/umbel/rc/Village,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://dbpedia.org/class/yago/AdministrativeDistrict108491826,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://dbpedia.org/class/yago/Area108497294,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://dbpedia.org/class/yago/Capital108518505,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://dbpedia.org/class/yago/Center108523483,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://dbpedia.org/class/yago/City108524735,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://dbpedia.org/class/yago/District108552138,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://dbpedia.org/class/yago/GeographicalArea108574314,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://dbpedia.org/class/yago/Municipality108626283,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://dbpedia.org/class/yago/NationalCapital108691669,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://dbpedia.org/class/yago/Seat108647945,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://dbpedia.org/class/yago/Site108651247,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://dbpedia.org/class/yago/Tract108673395,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://dbpedia.org/class/yago/UrbanArea108675967,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
http://dbpedia.org/class/yago/WikicatFormerNationalCapitals,http://dbpedia.org/resource/Chiang_Mai,Chiangmai,2490,0,0.8594473460775331,0.1280413810147667,0,19,== Awards and Jury == | === Juries ===
