types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Tightrope_walking,high-wire artist,380,91,1.0,0.0,0,7,== Career == | === Military ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Tightrope_walking,high-wire artist,380,91,1.0,0.0,0,7,== Career == | === Military ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Tightrope_walking,high-wire artist,380,91,1.0,0.0,0,7,== Career == | === Military ===
