types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Harp,lever harps,4987,26,0.9999999999999716,0.0,0,33,== Selected works == | === Chamber ensemble ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Harp,lever harps,4987,26,0.9999999999999716,0.0,0,33,== Selected works == | === Chamber ensemble ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Harp,lever harps,4987,26,0.9999999999999716,0.0,0,33,== Selected works == | === Chamber ensemble ===
