types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
http://dbpedia.org/class/yago/Organist110382825,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
http://dbpedia.org/class/yago/Composer109947232,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
http://dbpedia.org/class/yago/WikicatItalianComposers,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
http://dbpedia.org/class/yago/WikicatClassicalComposers,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
http://dbpedia.org/class/yago/WikicatClassicalOrganists,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
http://dbpedia.org/class/yago/WikicatOperaComposers,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
http://dbpedia.org/class/yago/WikicatPeopleFromTheProvinceOfCremona,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
http://dbpedia.org/class/yago/WikicatPseudonymousWriters,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
http://dbpedia.org/class/yago/WikicatItalianMusicians,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
http://dbpedia.org/class/yago/Wikicat17th-centuryComposers,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
http://dbpedia.org/class/yago/Wikicat17th-centuryItalianPeople,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Francesco_Cavalli,cavalli,342,34,0.8786680040516914,0.1380862634306005,0,72,== Discography == | === Singles (Italy) ===
