types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Subtonic,flattened seventh,68,111,1.0,0.0,14,21,== Music == | === Musical style ===
http://dbpedia.org/class/yago/WikicatMusicalKeys,http://dbpedia.org/resource/Subtonic,flattened seventh,68,111,1.0,0.0,14,21,== Music == | === Musical style ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Subtonic,flattened seventh,68,111,1.0,0.0,14,21,== Music == | === Musical style ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/Subtonic,flattened seventh,68,111,1.0,0.0,14,21,== Music == | === Musical style ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Subtonic,flattened seventh,68,111,1.0,0.0,14,21,== Music == | === Musical style ===
http://dbpedia.org/class/yago/Key103613294,http://dbpedia.org/resource/Subtonic,flattened seventh,68,111,1.0,0.0,14,21,== Music == | === Musical style ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Subtonic,flattened seventh,68,111,1.0,0.0,14,21,== Music == | === Musical style ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Subtonic,flattened seventh,68,111,1.0,0.0,14,21,== Music == | === Musical style ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Subtonic,flattened seventh,68,111,1.0,0.0,14,21,== Music == | === Musical style ===
