types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Porcelain,fine china,4543,84,0.9999999997168628,0.0,11,30,== Personal life == | === Personality ===
http://dbpedia.org/ontology/ChemicalCompound,http://dbpedia.org/resource/Porcelain,fine china,4543,84,0.9999999997168628,0.0,11,30,== Personal life == | === Personality ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Porcelain,fine china,4543,84,0.9999999997168628,0.0,11,30,== Personal life == | === Personality ===
