types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Egyptology,Egyptology,1958,15,0.9999999993899564,0.0,6,11,== Biography == | === Later years ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Egyptology,Egyptology,1958,15,0.9999999993899564,0.0,6,11,== Biography == | === Later years ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Egyptology,Egyptology,1958,15,0.9999999993899564,0.0,6,11,== Biography == | === Later years ===
