types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Pennsylvania_Station,Pennsylvania station,76,178,0.998542181603688,0.0013618244054913,1,27,== Radio and recordings == | === Radio ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Pennsylvania_Station,Pennsylvania station,76,178,0.998542181603688,0.0013618244054913,1,27,== Radio and recordings == | === Radio ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Pennsylvania_Station,Pennsylvania station,76,178,0.998542181603688,0.0013618244054913,1,27,== Radio and recordings == | === Radio ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Pennsylvania_Station,Pennsylvania station,76,178,0.998542181603688,0.0013618244054913,1,27,== Radio and recordings == | === Radio ===
http://dbpedia.org/class/yago/Business108061042,http://dbpedia.org/resource/Pennsylvania_Station,Pennsylvania station,76,178,0.998542181603688,0.0013618244054913,1,27,== Radio and recordings == | === Radio ===
http://dbpedia.org/class/yago/Carrier108057633,http://dbpedia.org/resource/Pennsylvania_Station,Pennsylvania station,76,178,0.998542181603688,0.0013618244054913,1,27,== Radio and recordings == | === Radio ===
http://dbpedia.org/class/yago/Enterprise108056231,http://dbpedia.org/resource/Pennsylvania_Station,Pennsylvania station,76,178,0.998542181603688,0.0013618244054913,1,27,== Radio and recordings == | === Radio ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Pennsylvania_Station,Pennsylvania station,76,178,0.998542181603688,0.0013618244054913,1,27,== Radio and recordings == | === Radio ===
http://dbpedia.org/class/yago/Line103671473,http://dbpedia.org/resource/Pennsylvania_Station,Pennsylvania station,76,178,0.998542181603688,0.0013618244054913,1,27,== Radio and recordings == | === Radio ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Pennsylvania_Station,Pennsylvania station,76,178,0.998542181603688,0.0013618244054913,1,27,== Radio and recordings == | === Radio ===
http://dbpedia.org/class/yago/Railway104048568,http://dbpedia.org/resource/Pennsylvania_Station,Pennsylvania station,76,178,0.998542181603688,0.0013618244054913,1,27,== Radio and recordings == | === Radio ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Pennsylvania_Station,Pennsylvania station,76,178,0.998542181603688,0.0013618244054913,1,27,== Radio and recordings == | === Radio ===
http://dbpedia.org/class/yago/WikicatStationsAlongPennsylvaniaRailroadLines,http://dbpedia.org/resource/Pennsylvania_Station,Pennsylvania station,76,178,0.998542181603688,0.0013618244054913,1,27,== Radio and recordings == | === Radio ===
