types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Rationalism,rationalist,1663,238,0.9999999809890598,1.8995768953206015e-08,9,33,== Pythagoreanism == | === Communal lifestyle ===
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Rationalism,rationalist,1663,238,0.9999999809890598,1.8995768953206015e-08,9,33,== Pythagoreanism == | === Communal lifestyle ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Rationalism,rationalist,1663,238,0.9999999809890598,1.8995768953206015e-08,9,33,== Pythagoreanism == | === Communal lifestyle ===
