types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Baroque_music,baroque,3031,138,0.8753715102987404,0.106318184851351,33,37,== Artistry == | ==== 1962—1967 ====
http://dbpedia.org/class/yago/WikicatArchitecturalStyles,http://dbpedia.org/resource/Baroque_music,baroque,3031,138,0.8753715102987404,0.106318184851351,33,37,== Artistry == | ==== 1962—1967 ====
http://dbpedia.org/class/yago/WikicatArtMovements,http://dbpedia.org/resource/Baroque_music,baroque,3031,138,0.8753715102987404,0.106318184851351,33,37,== Artistry == | ==== 1962—1967 ====
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Baroque_music,baroque,3031,138,0.8753715102987404,0.106318184851351,33,37,== Artistry == | ==== 1962—1967 ====
http://dbpedia.org/class/yago/WikicatMusicGenres,http://dbpedia.org/resource/Baroque_music,baroque,3031,138,0.8753715102987404,0.106318184851351,33,37,== Artistry == | ==== 1962—1967 ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Baroque_music,baroque,3031,138,0.8753715102987404,0.106318184851351,33,37,== Artistry == | ==== 1962—1967 ====
http://dbpedia.org/class/yago/ArchitecturalStyle105841351,http://dbpedia.org/resource/Baroque_music,baroque,3031,138,0.8753715102987404,0.106318184851351,33,37,== Artistry == | ==== 1962—1967 ====
http://dbpedia.org/class/yago/ArtForm105841151,http://dbpedia.org/resource/Baroque_music,baroque,3031,138,0.8753715102987404,0.106318184851351,33,37,== Artistry == | ==== 1962—1967 ====
http://dbpedia.org/class/yago/ArtisticMovement108466643,http://dbpedia.org/resource/Baroque_music,baroque,3031,138,0.8753715102987404,0.106318184851351,33,37,== Artistry == | ==== 1962—1967 ====
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/Baroque_music,baroque,3031,138,0.8753715102987404,0.106318184851351,33,37,== Artistry == | ==== 1962—1967 ====
http://dbpedia.org/class/yago/Category105838765,http://dbpedia.org/resource/Baroque_music,baroque,3031,138,0.8753715102987404,0.106318184851351,33,37,== Artistry == | ==== 1962—1967 ====
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Baroque_music,baroque,3031,138,0.8753715102987404,0.106318184851351,33,37,== Artistry == | ==== 1962—1967 ====
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Baroque_music,baroque,3031,138,0.8753715102987404,0.106318184851351,33,37,== Artistry == | ==== 1962—1967 ====
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Baroque_music,baroque,3031,138,0.8753715102987404,0.106318184851351,33,37,== Artistry == | ==== 1962—1967 ====
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Baroque_music,baroque,3031,138,0.8753715102987404,0.106318184851351,33,37,== Artistry == | ==== 1962—1967 ====
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/Baroque_music,baroque,3031,138,0.8753715102987404,0.106318184851351,33,37,== Artistry == | ==== 1962—1967 ====
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Baroque_music,baroque,3031,138,0.8753715102987404,0.106318184851351,33,37,== Artistry == | ==== 1962—1967 ====
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Baroque_music,baroque,3031,138,0.8753715102987404,0.106318184851351,33,37,== Artistry == | ==== 1962—1967 ====
http://dbpedia.org/class/yago/Kind105839024,http://dbpedia.org/resource/Baroque_music,baroque,3031,138,0.8753715102987404,0.106318184851351,33,37,== Artistry == | ==== 1962—1967 ====
http://dbpedia.org/class/yago/Movement108464601,http://dbpedia.org/resource/Baroque_music,baroque,3031,138,0.8753715102987404,0.106318184851351,33,37,== Artistry == | ==== 1962—1967 ====
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/Baroque_music,baroque,3031,138,0.8753715102987404,0.106318184851351,33,37,== Artistry == | ==== 1962—1967 ====
http://dbpedia.org/class/yago/MusicGenre107071942,http://dbpedia.org/resource/Baroque_music,baroque,3031,138,0.8753715102987404,0.106318184851351,33,37,== Artistry == | ==== 1962—1967 ====
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Baroque_music,baroque,3031,138,0.8753715102987404,0.106318184851351,33,37,== Artistry == | ==== 1962—1967 ====
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Baroque_music,baroque,3031,138,0.8753715102987404,0.106318184851351,33,37,== Artistry == | ==== 1962—1967 ====
