types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatMetaphors,http://dbpedia.org/resource/Closeted,Closeted,995,32,1.0,0.0,22,28,== Personal life == | === Sexual orientation ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Closeted,Closeted,995,32,1.0,0.0,22,28,== Personal life == | === Sexual orientation ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Closeted,Closeted,995,32,1.0,0.0,22,28,== Personal life == | === Sexual orientation ===
http://dbpedia.org/class/yago/Device107068844,http://dbpedia.org/resource/Closeted,Closeted,995,32,1.0,0.0,22,28,== Personal life == | === Sexual orientation ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/Closeted,Closeted,995,32,1.0,0.0,22,28,== Personal life == | === Sexual orientation ===
http://dbpedia.org/class/yago/Metaphor107106800,http://dbpedia.org/resource/Closeted,Closeted,995,32,1.0,0.0,22,28,== Personal life == | === Sexual orientation ===
http://dbpedia.org/class/yago/RhetoricalDevice107098193,http://dbpedia.org/resource/Closeted,Closeted,995,32,1.0,0.0,22,28,== Personal life == | === Sexual orientation ===
http://dbpedia.org/class/yago/Trope107105475,http://dbpedia.org/resource/Closeted,Closeted,995,32,1.0,0.0,22,28,== Personal life == | === Sexual orientation ===
