types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Gion,Gion,155,21,0.9949213090605348,0.0051046157049865,0,85,== Works == | === Chamber orchestra ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Gion,Gion,155,21,0.9949213090605348,0.0051046157049865,0,85,== Works == | === Chamber orchestra ===
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/resource/Gion,Gion,155,21,0.9949213090605348,0.0051046157049865,0,85,== Works == | === Chamber orchestra ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Gion,Gion,155,21,0.9949213090605348,0.0051046157049865,0,85,== Works == | === Chamber orchestra ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Gion,Gion,155,21,0.9949213090605348,0.0051046157049865,0,85,== Works == | === Chamber orchestra ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Gion,Gion,155,21,0.9949213090605348,0.0051046157049865,0,85,== Works == | === Chamber orchestra ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Gion,Gion,155,21,0.9949213090605348,0.0051046157049865,0,85,== Works == | === Chamber orchestra ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Gion,Gion,155,21,0.9949213090605348,0.0051046157049865,0,85,== Works == | === Chamber orchestra ===
http://dbpedia.org/class/yago/Road104096066,http://dbpedia.org/resource/Gion,Gion,155,21,0.9949213090605348,0.0051046157049865,0,85,== Works == | === Chamber orchestra ===
http://dbpedia.org/class/yago/Street104334599,http://dbpedia.org/resource/Gion,Gion,155,21,0.9949213090605348,0.0051046157049865,0,85,== Works == | === Chamber orchestra ===
http://dbpedia.org/class/yago/Thoroughfare104426618,http://dbpedia.org/resource/Gion,Gion,155,21,0.9949213090605348,0.0051046157049865,0,85,== Works == | === Chamber orchestra ===
http://dbpedia.org/class/yago/Way104564698,http://dbpedia.org/resource/Gion,Gion,155,21,0.9949213090605348,0.0051046157049865,0,85,== Works == | === Chamber orchestra ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Gion,Gion,155,21,0.9949213090605348,0.0051046157049865,0,85,== Works == | === Chamber orchestra ===
http://dbpedia.org/class/yago/WikicatStreetsInKyoto,http://dbpedia.org/resource/Gion,Gion,155,21,0.9949213090605348,0.0051046157049865,0,85,== Works == | === Chamber orchestra ===
