types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Graphic_design,editorial design,2691,77,0.99999999999406,0.0,3,11,== Career == | ==== Radio Times ====
http://dbpedia.org/ontology/Election,http://dbpedia.org/resource/Graphic_design,editorial design,2691,77,0.99999999999406,0.0,3,11,== Career == | ==== Radio Times ====
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Graphic_design,editorial design,2691,77,0.99999999999406,0.0,3,11,== Career == | ==== Radio Times ====
