types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Surgery,Excision,8742,0,0.999993708317018,5.852072996785759e-06,0,48,== Discography == | === With Excision ===
http://dbpedia.org/ontology/Food,http://dbpedia.org/resource/Surgery,Excision,8742,0,0.999993708317018,5.852072996785759e-06,0,48,== Discography == | === With Excision ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Surgery,Excision,8742,0,0.999993708317018,5.852072996785759e-06,0,48,== Discography == | === With Excision ===
