types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatGuitarTunings,http://dbpedia.org/resource/Nashville_tuning_(high_strung),Nashville Guitar,74,17,0.9999999999469652,0.0,2,12,== Biography == | === Musical instruments ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Nashville_tuning_(high_strung),Nashville Guitar,74,17,0.9999999999469652,0.0,2,12,== Biography == | === Musical instruments ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Nashville_tuning_(high_strung),Nashville Guitar,74,17,0.9999999999469652,0.0,2,12,== Biography == | === Musical instruments ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Nashville_tuning_(high_strung),Nashville Guitar,74,17,0.9999999999469652,0.0,2,12,== Biography == | === Musical instruments ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Nashville_tuning_(high_strung),Nashville Guitar,74,17,0.9999999999469652,0.0,2,12,== Biography == | === Musical instruments ===
http://dbpedia.org/class/yago/Calibration100999245,http://dbpedia.org/resource/Nashville_tuning_(high_strung),Nashville Guitar,74,17,0.9999999999469652,0.0,2,12,== Biography == | === Musical instruments ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Nashville_tuning_(high_strung),Nashville Guitar,74,17,0.9999999999469652,0.0,2,12,== Biography == | === Musical instruments ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Nashville_tuning_(high_strung),Nashville Guitar,74,17,0.9999999999469652,0.0,2,12,== Biography == | === Musical instruments ===
http://dbpedia.org/class/yago/Tuning100999588,http://dbpedia.org/resource/Nashville_tuning_(high_strung),Nashville Guitar,74,17,0.9999999999469652,0.0,2,12,== Biography == | === Musical instruments ===
