types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Fire_breathing,Fire breathing,100,0,0.9999999991363496,0.0,1,13,== Artistry == | === Fire breathing ===
http://dbpedia.org/class/yago/WikicatCircusSkills,http://dbpedia.org/resource/Fire_breathing,Fire breathing,100,0,0.9999999991363496,0.0,1,13,== Artistry == | === Fire breathing ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Fire_breathing,Fire breathing,100,0,0.9999999991363496,0.0,1,13,== Artistry == | === Fire breathing ===
http://dbpedia.org/class/yago/WikicatSideshowAttractions,http://dbpedia.org/resource/Fire_breathing,Fire breathing,100,0,0.9999999991363496,0.0,1,13,== Artistry == | === Fire breathing ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Fire_breathing,Fire breathing,100,0,0.9999999991363496,0.0,1,13,== Artistry == | === Fire breathing ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Fire_breathing,Fire breathing,100,0,0.9999999991363496,0.0,1,13,== Artistry == | === Fire breathing ===
http://dbpedia.org/class/yago/Attraction106615561,http://dbpedia.org/resource/Fire_breathing,Fire breathing,100,0,0.9999999991363496,0.0,1,13,== Artistry == | === Fire breathing ===
http://dbpedia.org/class/yago/Chemical114806838,http://dbpedia.org/resource/Fire_breathing,Fire breathing,100,0,0.9999999991363496,0.0,1,13,== Artistry == | === Fire breathing ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Fire_breathing,Fire breathing,100,0,0.9999999991363496,0.0,1,13,== Artistry == | === Fire breathing ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Fire_breathing,Fire breathing,100,0,0.9999999991363496,0.0,1,13,== Artistry == | === Fire breathing ===
http://dbpedia.org/class/yago/Explosive103304730,http://dbpedia.org/resource/Fire_breathing,Fire breathing,100,0,0.9999999991363496,0.0,1,13,== Artistry == | === Fire breathing ===
http://dbpedia.org/class/yago/Firework103348454,http://dbpedia.org/resource/Fire_breathing,Fire breathing,100,0,0.9999999991363496,0.0,1,13,== Artistry == | === Fire breathing ===
http://dbpedia.org/class/yago/LowExplosive114853392,http://dbpedia.org/resource/Fire_breathing,Fire breathing,100,0,0.9999999991363496,0.0,1,13,== Artistry == | === Fire breathing ===
http://dbpedia.org/class/yago/Material114580897,http://dbpedia.org/resource/Fire_breathing,Fire breathing,100,0,0.9999999991363496,0.0,1,13,== Artistry == | === Fire breathing ===
http://dbpedia.org/class/yago/Matter100020827,http://dbpedia.org/resource/Fire_breathing,Fire breathing,100,0,0.9999999991363496,0.0,1,13,== Artistry == | === Fire breathing ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Fire_breathing,Fire breathing,100,0,0.9999999991363496,0.0,1,13,== Artistry == | === Fire breathing ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Fire_breathing,Fire breathing,100,0,0.9999999991363496,0.0,1,13,== Artistry == | === Fire breathing ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Fire_breathing,Fire breathing,100,0,0.9999999991363496,0.0,1,13,== Artistry == | === Fire breathing ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Fire_breathing,Fire breathing,100,0,0.9999999991363496,0.0,1,13,== Artistry == | === Fire breathing ===
http://dbpedia.org/class/yago/Show106619065,http://dbpedia.org/resource/Fire_breathing,Fire breathing,100,0,0.9999999991363496,0.0,1,13,== Artistry == | === Fire breathing ===
http://dbpedia.org/class/yago/Skill105637558,http://dbpedia.org/resource/Fire_breathing,Fire breathing,100,0,0.9999999991363496,0.0,1,13,== Artistry == | === Fire breathing ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Fire_breathing,Fire breathing,100,0,0.9999999991363496,0.0,1,13,== Artistry == | === Fire breathing ===
http://dbpedia.org/class/yago/Substance100019613,http://dbpedia.org/resource/Fire_breathing,Fire breathing,100,0,0.9999999991363496,0.0,1,13,== Artistry == | === Fire breathing ===
http://dbpedia.org/class/yago/WikicatFireworks,http://dbpedia.org/resource/Fire_breathing,Fire breathing,100,0,0.9999999991363496,0.0,1,13,== Artistry == | === Fire breathing ===
