types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/ontology/School,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatHolidays,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/ontology/Holiday,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatCarnivals,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatChristianFestivalsAndHolyDays,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatReligiousFestivals,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Carnival100511555,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Celebration100428000,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Diversion100426928,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Festival100517728,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Festival115162388,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Leisure115137676,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/ReligiousFestival115162210,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/TimeOff115118453,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Tradition105809745,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Vacation115137890,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatTraditions,http://dbpedia.org/resource/Shrove_Tuesday,Fat Tuesday,464,13,0.6066608229636701,0.648367526208983,0,27,== Discography == | === As sideman ===
