types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Animation,Animation industry,16123,0,0.9999999994714202,0.0,1,8,== Biography == | === Animation industry ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Animation,Animation industry,16123,0,0.9999999994714202,0.0,1,8,== Biography == | === Animation industry ===
http://dbpedia.org/ontology/Election,http://dbpedia.org/resource/Animation,Animation industry,16123,0,0.9999999994714202,0.0,1,8,== Biography == | === Animation industry ===
