types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Toonami,Toonami,767,59,1.0,0.0,4,15,== Career == | === Other ventures ===
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/resource/Toonami,Toonami,767,59,1.0,0.0,4,15,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Toonami,Toonami,767,59,1.0,0.0,4,15,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/Block102852523,http://dbpedia.org/resource/Toonami,Toonami,767,59,1.0,0.0,4,15,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Toonami,Toonami,767,59,1.0,0.0,4,15,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Toonami,Toonami,767,59,1.0,0.0,4,15,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Toonami,Toonami,767,59,1.0,0.0,4,15,== Career == | === Other ventures ===
