types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Veterinary_medicine,Veterinary Medicine,2283,56,0.996879909815144,0.0017300518705999,5,6,== Biography == | === Education ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Veterinary_medicine,Veterinary Medicine,2283,56,0.996879909815144,0.0017300518705999,5,6,== Biography == | === Education ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Veterinary_medicine,Veterinary Medicine,2283,56,0.996879909815144,0.0017300518705999,5,6,== Biography == | === Education ===
