types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatCompilationAlbums,http://dbpedia.org/resource/Box_set,Boxed set,3552,27,1.0,0.0,0,63,== Discography == | === Compilations ===
http://dbpedia.org/class/yago/Album106591815,http://dbpedia.org/resource/Box_set,Boxed set,3552,27,1.0,0.0,0,63,== Discography == | === Compilations ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Box_set,Boxed set,3552,27,1.0,0.0,0,63,== Discography == | === Compilations ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Box_set,Boxed set,3552,27,1.0,0.0,0,63,== Discography == | === Compilations ===
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/Box_set,Boxed set,3552,27,1.0,0.0,0,63,== Discography == | === Compilations ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Box_set,Boxed set,3552,27,1.0,0.0,0,63,== Discography == | === Compilations ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Box_set,Boxed set,3552,27,1.0,0.0,0,63,== Discography == | === Compilations ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Box_set,Boxed set,3552,27,1.0,0.0,0,63,== Discography == | === Compilations ===
