types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/The_Boarding_House_(nightclub),The boarding house,20,0,0.6874999994689939,0.4545454545454517,3,17,== Biography == | === Later Years ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/The_Boarding_House_(nightclub),The boarding house,20,0,0.6874999994689939,0.4545454545454517,3,17,== Biography == | === Later Years ===
http://dbpedia.org/ontology/Venue,http://dbpedia.org/resource/The_Boarding_House_(nightclub),The boarding house,20,0,0.6874999994689939,0.4545454545454517,3,17,== Biography == | === Later Years ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/The_Boarding_House_(nightclub),The boarding house,20,0,0.6874999994689939,0.4545454545454517,3,17,== Biography == | === Later Years ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/The_Boarding_House_(nightclub),The boarding house,20,0,0.6874999994689939,0.4545454545454517,3,17,== Biography == | === Later Years ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/The_Boarding_House_(nightclub),The boarding house,20,0,0.6874999994689939,0.4545454545454517,3,17,== Biography == | === Later Years ===
http://dbpedia.org/class/yago/WikicatMusicVenuesInTheSanFranciscoBayArea,http://dbpedia.org/resource/The_Boarding_House_(nightclub),The boarding house,20,0,0.6874999994689939,0.4545454545454517,3,17,== Biography == | === Later Years ===
http://dbpedia.org/class/yago/Area108497294,http://dbpedia.org/resource/The_Boarding_House_(nightclub),The boarding house,20,0,0.6874999994689939,0.4545454545454517,3,17,== Biography == | === Later Years ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/The_Boarding_House_(nightclub),The boarding house,20,0,0.6874999994689939,0.4545454545454517,3,17,== Biography == | === Later Years ===
http://dbpedia.org/class/yago/Cabaret102931417,http://dbpedia.org/resource/The_Boarding_House_(nightclub),The boarding house,20,0,0.6874999994689939,0.4545454545454517,3,17,== Biography == | === Later Years ===
http://dbpedia.org/class/yago/Establishment103297735,http://dbpedia.org/resource/The_Boarding_House_(nightclub),The boarding house,20,0,0.6874999994689939,0.4545454545454517,3,17,== Biography == | === Later Years ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/The_Boarding_House_(nightclub),The boarding house,20,0,0.6874999994689939,0.4545454545454517,3,17,== Biography == | === Later Years ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/The_Boarding_House_(nightclub),The boarding house,20,0,0.6874999994689939,0.4545454545454517,3,17,== Biography == | === Later Years ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/The_Boarding_House_(nightclub),The boarding house,20,0,0.6874999994689939,0.4545454545454517,3,17,== Biography == | === Later Years ===
http://dbpedia.org/class/yago/PlaceOfBusiness103953020,http://dbpedia.org/resource/The_Boarding_House_(nightclub),The boarding house,20,0,0.6874999994689939,0.4545454545454517,3,17,== Biography == | === Later Years ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/The_Boarding_House_(nightclub),The boarding house,20,0,0.6874999994689939,0.4545454545454517,3,17,== Biography == | === Later Years ===
http://dbpedia.org/class/yago/Scene108645963,http://dbpedia.org/resource/The_Boarding_House_(nightclub),The boarding house,20,0,0.6874999994689939,0.4545454545454517,3,17,== Biography == | === Later Years ===
http://dbpedia.org/class/yago/Spot104286128,http://dbpedia.org/resource/The_Boarding_House_(nightclub),The boarding house,20,0,0.6874999994689939,0.4545454545454517,3,17,== Biography == | === Later Years ===
http://dbpedia.org/class/yago/Structure104341686,http://dbpedia.org/resource/The_Boarding_House_(nightclub),The boarding house,20,0,0.6874999994689939,0.4545454545454517,3,17,== Biography == | === Later Years ===
http://dbpedia.org/class/yago/Venue108677628,http://dbpedia.org/resource/The_Boarding_House_(nightclub),The boarding house,20,0,0.6874999994689939,0.4545454545454517,3,17,== Biography == | === Later Years ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/The_Boarding_House_(nightclub),The boarding house,20,0,0.6874999994689939,0.4545454545454517,3,17,== Biography == | === Later Years ===
http://dbpedia.org/class/yago/WikicatFormerMusicVenuesInCalifornia,http://dbpedia.org/resource/The_Boarding_House_(nightclub),The boarding house,20,0,0.6874999994689939,0.4545454545454517,3,17,== Biography == | === Later Years ===
http://dbpedia.org/class/yago/WikicatNightclubsInTheSanFranciscoBayArea,http://dbpedia.org/resource/The_Boarding_House_(nightclub),The boarding house,20,0,0.6874999994689939,0.4545454545454517,3,17,== Biography == | === Later Years ===
