types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/WikicatCharactersInEpicPoems,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/WikicatLiteraryArchetypesByName,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/WikicatLiteraryCharacters,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/Fiction106367107,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/FictionalCharacter109587565,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/ImaginaryBeing109483738,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/Imagination105625465,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/Legend106371413,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/LiteraryComposition106364329,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/Model105937112,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/Narrative107221094,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/Original105938400,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/Representation105926676,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/Story106369829,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/WikicatGhostStories,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/WikicatSpanishLegends,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
http://dbpedia.org/class/yago/WikicatTheatreCharacters,http://dbpedia.org/resource/Don_Juan,DON JUAN,821,53,0.9999286753653476,7.13295809285317e-05,1,7,== References == | === Work cited ===
