types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Poor_posture,poor posture,33,1,0.999999999921144,0.0,0,13,== Discography == | === Music videos ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Poor_posture,poor posture,33,1,0.999999999921144,0.0,0,13,== Discography == | === Music videos ===
http://dbpedia.org/class/yago/Condition113920835,http://dbpedia.org/resource/Poor_posture,poor posture,33,1,0.999999999921144,0.0,0,13,== Discography == | === Music videos ===
http://dbpedia.org/class/yago/Difficulty114408086,http://dbpedia.org/resource/Poor_posture,poor posture,33,1,0.999999999921144,0.0,0,13,== Discography == | === Music videos ===
http://dbpedia.org/class/yago/Problem114410605,http://dbpedia.org/resource/Poor_posture,poor posture,33,1,0.999999999921144,0.0,0,13,== Discography == | === Music videos ===
http://dbpedia.org/class/yago/State100024720,http://dbpedia.org/resource/Poor_posture,poor posture,33,1,0.999999999921144,0.0,0,13,== Discography == | === Music videos ===
http://dbpedia.org/class/yago/WikicatOrthopedicProblems,http://dbpedia.org/resource/Poor_posture,poor posture,33,1,0.999999999921144,0.0,0,13,== Discography == | === Music videos ===
