types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Joktan,yoktan,108,3,0.9999999524489463,0.0,1,126,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatArabPeople,http://dbpedia.org/resource/Joktan,yoktan,108,3,0.9999999524489463,0.0,1,126,== Discography == | === Collaborations ===
http://dbpedia.org/ontology/Work,http://dbpedia.org/resource/Joktan,yoktan,108,3,0.9999999524489463,0.0,1,126,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatHebrewBiblePeople,http://dbpedia.org/resource/Joktan,yoktan,108,3,0.9999999524489463,0.0,1,126,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatDescendantsOfEber,http://dbpedia.org/resource/Joktan,yoktan,108,3,0.9999999524489463,0.0,1,126,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Joktan,yoktan,108,3,0.9999999524489463,0.0,1,126,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Joktan,yoktan,108,3,0.9999999524489463,0.0,1,126,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatNationalPersonifications,http://dbpedia.org/resource/Joktan,yoktan,108,3,0.9999999524489463,0.0,1,126,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Joktan,yoktan,108,3,0.9999999524489463,0.0,1,126,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Descendant110006511,http://dbpedia.org/resource/Joktan,yoktan,108,3,0.9999999524489463,0.0,1,126,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Joktan,yoktan,108,3,0.9999999524489463,0.0,1,126,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Joktan,yoktan,108,3,0.9999999524489463,0.0,1,126,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Joktan,yoktan,108,3,0.9999999524489463,0.0,1,126,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Joktan,yoktan,108,3,0.9999999524489463,0.0,1,126,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Personification110418101,http://dbpedia.org/resource/Joktan,yoktan,108,3,0.9999999524489463,0.0,1,126,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Joktan,yoktan,108,3,0.9999999524489463,0.0,1,126,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Relative110235549,http://dbpedia.org/resource/Joktan,yoktan,108,3,0.9999999524489463,0.0,1,126,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Joktan,yoktan,108,3,0.9999999524489463,0.0,1,126,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatTorahPeople,http://dbpedia.org/resource/Joktan,yoktan,108,3,0.9999999524489463,0.0,1,126,== Discography == | === Collaborations ===
