types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Social_stratification,Social stratification,974,0,0.9999999999858104,0.0,1,89,== Theories == | ==== Social stratification ====
http://dbpedia.org/ontology/Brain,http://dbpedia.org/resource/Social_stratification,Social stratification,974,0,0.9999999999858104,0.0,1,89,== Theories == | ==== Social stratification ====
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Social_stratification,Social stratification,974,0,0.9999999999858104,0.0,1,89,== Theories == | ==== Social stratification ====
