types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/-stan,estan,4,171,0.9999244833615852,7.489560795045734e-05,1,10,== Professional career == | === Producer ===
http://dbpedia.org/class/yago/WikicatPlacenameElementEtymologies,http://dbpedia.org/resource/-stan,estan,4,171,0.9999244833615852,7.489560795045734e-05,1,10,== Professional career == | === Producer ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/-stan,estan,4,171,0.9999244833615852,7.489560795045734e-05,1,10,== Professional career == | === Producer ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/-stan,estan,4,171,0.9999244833615852,7.489560795045734e-05,1,10,== Professional career == | === Producer ===
http://dbpedia.org/class/yago/Etymology106514621,http://dbpedia.org/resource/-stan,estan,4,171,0.9999244833615852,7.489560795045734e-05,1,10,== Professional career == | === Producer ===
http://dbpedia.org/class/yago/Evidence106643408,http://dbpedia.org/resource/-stan,estan,4,171,0.9999244833615852,7.489560795045734e-05,1,10,== Professional career == | === Producer ===
http://dbpedia.org/class/yago/History106514093,http://dbpedia.org/resource/-stan,estan,4,171,0.9999244833615852,7.489560795045734e-05,1,10,== Professional career == | === Producer ===
http://dbpedia.org/class/yago/Indication106797169,http://dbpedia.org/resource/-stan,estan,4,171,0.9999244833615852,7.489560795045734e-05,1,10,== Professional career == | === Producer ===
http://dbpedia.org/class/yago/Record106647206,http://dbpedia.org/resource/-stan,estan,4,171,0.9999244833615852,7.489560795045734e-05,1,10,== Professional career == | === Producer ===
