types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Pierre-Jean_Mariette,Mariette,71,12,0.9999926397054834,5.300592387400733e-06,0,14,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/WikicatArtCritics,http://dbpedia.org/resource/Pierre-Jean_Mariette,Mariette,71,12,0.9999926397054834,5.300592387400733e-06,0,14,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/WikicatPeopleFromParis,http://dbpedia.org/resource/Pierre-Jean_Mariette,Mariette,71,12,0.9999926397054834,5.300592387400733e-06,0,14,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Pierre-Jean_Mariette,Mariette,71,12,0.9999926397054834,5.300592387400733e-06,0,14,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Pierre-Jean_Mariette,Mariette,71,12,0.9999926397054834,5.300592387400733e-06,0,14,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/Adult109605289,http://dbpedia.org/resource/Pierre-Jean_Mariette,Mariette,71,12,0.9999926397054834,5.300592387400733e-06,0,14,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/ArtCritic109810867,http://dbpedia.org/resource/Pierre-Jean_Mariette,Mariette,71,12,0.9999926397054834,5.300592387400733e-06,0,14,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/ArtHistorian109811414,http://dbpedia.org/resource/Pierre-Jean_Mariette,Mariette,71,12,0.9999926397054834,5.300592387400733e-06,0,14,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Pierre-Jean_Mariette,Mariette,71,12,0.9999926397054834,5.300592387400733e-06,0,14,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/Collector109936620,http://dbpedia.org/resource/Pierre-Jean_Mariette,Mariette,71,12,0.9999926397054834,5.300592387400733e-06,0,14,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/Critic109979589,http://dbpedia.org/resource/Pierre-Jean_Mariette,Mariette,71,12,0.9999926397054834,5.300592387400733e-06,0,14,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/Historian110177150,http://dbpedia.org/resource/Pierre-Jean_Mariette,Mariette,71,12,0.9999926397054834,5.300592387400733e-06,0,14,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/Intellectual109621545,http://dbpedia.org/resource/Pierre-Jean_Mariette,Mariette,71,12,0.9999926397054834,5.300592387400733e-06,0,14,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Pierre-Jean_Mariette,Mariette,71,12,0.9999926397054834,5.300592387400733e-06,0,14,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Pierre-Jean_Mariette,Mariette,71,12,0.9999926397054834,5.300592387400733e-06,0,14,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Pierre-Jean_Mariette,Mariette,71,12,0.9999926397054834,5.300592387400733e-06,0,14,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Pierre-Jean_Mariette,Mariette,71,12,0.9999926397054834,5.300592387400733e-06,0,14,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Pierre-Jean_Mariette,Mariette,71,12,0.9999926397054834,5.300592387400733e-06,0,14,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/Professional110480253,http://dbpedia.org/resource/Pierre-Jean_Mariette,Mariette,71,12,0.9999926397054834,5.300592387400733e-06,0,14,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/Scholar110557854,http://dbpedia.org/resource/Pierre-Jean_Mariette,Mariette,71,12,0.9999926397054834,5.300592387400733e-06,0,14,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Pierre-Jean_Mariette,Mariette,71,12,0.9999926397054834,5.300592387400733e-06,0,14,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/WikicatFrenchArtCollectors,http://dbpedia.org/resource/Pierre-Jean_Mariette,Mariette,71,12,0.9999926397054834,5.300592387400733e-06,0,14,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/WikicatFrenchArtHistorians,http://dbpedia.org/resource/Pierre-Jean_Mariette,Mariette,71,12,0.9999926397054834,5.300592387400733e-06,0,14,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/WikicatFrenchPeople,http://dbpedia.org/resource/Pierre-Jean_Mariette,Mariette,71,12,0.9999926397054834,5.300592387400733e-06,0,14,== Works == | === Coauthor ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Gaut,Gaut,78,69,0.9813695575333812,0.018983826642276,0,28,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/WikicatKingsOfTheGeats,http://dbpedia.org/resource/Gaut,Gaut,78,69,0.9813695575333812,0.018983826642276,0,28,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/WikicatPeopleInNorseMythologyAndLegends,http://dbpedia.org/resource/Gaut,Gaut,78,69,0.9813695575333812,0.018983826642276,0,28,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/WikicatVikingAgeMonarchs,http://dbpedia.org/resource/Gaut,Gaut,78,69,0.9813695575333812,0.018983826642276,0,28,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Gaut,Gaut,78,69,0.9813695575333812,0.018983826642276,0,28,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Gaut,Gaut,78,69,0.9813695575333812,0.018983826642276,0,28,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Gaut,Gaut,78,69,0.9813695575333812,0.018983826642276,0,28,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Gaut,Gaut,78,69,0.9813695575333812,0.018983826642276,0,28,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/HeadOfState110164747,http://dbpedia.org/resource/Gaut,Gaut,78,69,0.9813695575333812,0.018983826642276,0,28,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/King110231515,http://dbpedia.org/resource/Gaut,Gaut,78,69,0.9813695575333812,0.018983826642276,0,28,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Gaut,Gaut,78,69,0.9813695575333812,0.018983826642276,0,28,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/Negotiator110351874,http://dbpedia.org/resource/Gaut,Gaut,78,69,0.9813695575333812,0.018983826642276,0,28,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Gaut,Gaut,78,69,0.9813695575333812,0.018983826642276,0,28,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Gaut,Gaut,78,69,0.9813695575333812,0.018983826642276,0,28,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Gaut,Gaut,78,69,0.9813695575333812,0.018983826642276,0,28,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Gaut,Gaut,78,69,0.9813695575333812,0.018983826642276,0,28,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/Representative110522035,http://dbpedia.org/resource/Gaut,Gaut,78,69,0.9813695575333812,0.018983826642276,0,28,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/Ruler110541229,http://dbpedia.org/resource/Gaut,Gaut,78,69,0.9813695575333812,0.018983826642276,0,28,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/Sovereign110628644,http://dbpedia.org/resource/Gaut,Gaut,78,69,0.9813695575333812,0.018983826642276,0,28,== Works == | === Coauthor ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Gaut,Gaut,78,69,0.9813695575333812,0.018983826642276,0,28,== Works == | === Coauthor ===
