types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Hammerhead_shark,hammerhead sharks,270,12,1.0,0.0,7,16,== Personal life == | === Tattoos ===
http://dbpedia.org/ontology/Insect,http://dbpedia.org/resource/Hammerhead_shark,hammerhead sharks,270,12,1.0,0.0,7,16,== Personal life == | === Tattoos ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Hammerhead_shark,hammerhead sharks,270,12,1.0,0.0,7,16,== Personal life == | === Tattoos ===
http://umbel.org/umbel/rc/Animal,http://dbpedia.org/resource/Hammerhead_shark,hammerhead sharks,270,12,1.0,0.0,7,16,== Personal life == | === Tattoos ===
http://umbel.org/umbel/rc/BiologicalLivingObject,http://dbpedia.org/resource/Hammerhead_shark,hammerhead sharks,270,12,1.0,0.0,7,16,== Personal life == | === Tattoos ===
http://umbel.org/umbel/rc/EukaryoticCell,http://dbpedia.org/resource/Hammerhead_shark,hammerhead sharks,270,12,1.0,0.0,7,16,== Personal life == | === Tattoos ===
http://umbel.org/umbel/rc/Fish,http://dbpedia.org/resource/Hammerhead_shark,hammerhead sharks,270,12,1.0,0.0,7,16,== Personal life == | === Tattoos ===
