types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/WikicatArsenalF.C.Players,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/ontology/SoccerPlayer,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/WikicatPremierLeaguePlayers,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/WikicatBritishPeople,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/WikicatCardiffCityF.C.Players,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/WikicatWalesInternationalFootballers,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/WikicatWalesUnder-21InternationalFootballers,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/WikicatWalesYouthInternationalFootballers,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/WikicatWelsh-speakingPeople,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/WikicatWelshFootballers,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/WikicatWelshPeople,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/Athlete109820263,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/Contestant109613191,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/FootballPlayer110101634,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/Player110439851,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/Rival110533013,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/WikicatExpatriateFootballersInEngland,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/WikicatFootballersAtThe2012SummerOlympics,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/WikicatNottinghamForestF.C.Players,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/WikicatOlympicCompetitorsForGreatBritain,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/WikicatOlympicFootballersOfGreatBritain,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/WikicatPeopleEducatedAtYsgolGyfunCwmRhymni,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/WikicatPeopleFromCaerphilly,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/WikicatTheFootballLeaguePlayers,http://dbpedia.org/resource/Aaron_Ramsey,Aaron Ramsey,225,73,0.9999999999986926,0.0,0,9,== Biography == | === Solo career ===
