types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Eurovision_Song_Contest_1972,Eurovision Song Contest 1972,160,134,1.0,0.0,7,6,== Career == | === The Move ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Eurovision_Song_Contest_1972,Eurovision Song Contest 1972,160,134,1.0,0.0,7,6,== Career == | === The Move ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Eurovision_Song_Contest_1972,Eurovision Song Contest 1972,160,134,1.0,0.0,7,6,== Career == | === The Move ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Eurovision_Song_Contest_1972,Eurovision Song Contest 1972,160,134,1.0,0.0,7,6,== Career == | === The Move ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Eurovision_Song_Contest_1972,Eurovision Song Contest 1972,160,134,1.0,0.0,7,6,== Career == | === The Move ===
http://dbpedia.org/class/yago/WikicatEventsInTheUnitedKingdom,http://dbpedia.org/resource/Eurovision_Song_Contest_1972,Eurovision Song Contest 1972,160,134,1.0,0.0,7,6,== Career == | === The Move ===
