types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/AdministrativeRegion,http://dbpedia.org/resource/New_York's_1st_congressional_district,NY-1,96,5,0.8834355828220593,0.1319444444444452,0,38,== Discography == | === Leader ===
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/resource/New_York's_1st_congressional_district,NY-1,96,5,0.8834355828220593,0.1319444444444452,0,38,== Discography == | === Leader ===
http://dbpedia.org/class/yago/WikicatCongressionalDistrictsOfNewYork,http://dbpedia.org/resource/New_York's_1st_congressional_district,NY-1,96,5,0.8834355828220593,0.1319444444444452,0,38,== Discography == | === Leader ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/New_York's_1st_congressional_district,NY-1,96,5,0.8834355828220593,0.1319444444444452,0,38,== Discography == | === Leader ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/New_York's_1st_congressional_district,NY-1,96,5,0.8834355828220593,0.1319444444444452,0,38,== Discography == | === Leader ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/New_York's_1st_congressional_district,NY-1,96,5,0.8834355828220593,0.1319444444444452,0,38,== Discography == | === Leader ===
http://dbpedia.org/class/yago/CongressionalDistrict108542884,http://dbpedia.org/resource/New_York's_1st_congressional_district,NY-1,96,5,0.8834355828220593,0.1319444444444452,0,38,== Discography == | === Leader ===
http://dbpedia.org/class/yago/District108552138,http://dbpedia.org/resource/New_York's_1st_congressional_district,NY-1,96,5,0.8834355828220593,0.1319444444444452,0,38,== Discography == | === Leader ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/New_York's_1st_congressional_district,NY-1,96,5,0.8834355828220593,0.1319444444444452,0,38,== Discography == | === Leader ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/New_York's_1st_congressional_district,NY-1,96,5,0.8834355828220593,0.1319444444444452,0,38,== Discography == | === Leader ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/New_York's_1st_congressional_district,NY-1,96,5,0.8834355828220593,0.1319444444444452,0,38,== Discography == | === Leader ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/New_York's_1st_congressional_district,NY-1,96,5,0.8834355828220593,0.1319444444444452,0,38,== Discography == | === Leader ===
