types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Punk_subculture,Punk Rockers,1631,68,1.0,0.0,0,15,== Creative projects == | === Books ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Punk_subculture,Punk Rockers,1631,68,1.0,0.0,0,15,== Creative projects == | === Books ===
http://dbpedia.org/class/yago/WikicatMusicalSubcultures,http://dbpedia.org/resource/Punk_subculture,Punk Rockers,1631,68,1.0,0.0,0,15,== Creative projects == | === Books ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Punk_subculture,Punk Rockers,1631,68,1.0,0.0,0,15,== Creative projects == | === Books ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Punk_subculture,Punk Rockers,1631,68,1.0,0.0,0,15,== Creative projects == | === Books ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Punk_subculture,Punk Rockers,1631,68,1.0,0.0,0,15,== Creative projects == | === Books ===
http://dbpedia.org/class/yago/Subculture108288753,http://dbpedia.org/resource/Punk_subculture,Punk Rockers,1631,68,1.0,0.0,0,15,== Creative projects == | === Books ===
http://dbpedia.org/class/yago/WikicatSubcultures,http://dbpedia.org/resource/Punk_subculture,Punk Rockers,1631,68,1.0,0.0,0,15,== Creative projects == | === Books ===
