types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Hindu_mythology,Hindu,993,195,0.5389218518920705,0.4858576787108729,0,47,== Personal life == | === Spirituality ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Hindu_mythology,Hindu,993,195,0.5389218518920705,0.4858576787108729,0,47,== Personal life == | === Spirituality ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Hindu_mythology,Hindu,993,195,0.5389218518920705,0.4858576787108729,0,47,== Personal life == | === Spirituality ===
