types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/The_Clinton_Parameters,Clinton Parameters,35,105,1.0,0.0,4,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/WikicatMiddleEastPeaceEfforts,http://dbpedia.org/resource/The_Clinton_Parameters,Clinton Parameters,35,105,1.0,0.0,4,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/The_Clinton_Parameters,Clinton Parameters,35,105,1.0,0.0,4,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/The_Clinton_Parameters,Clinton Parameters,35,105,1.0,0.0,4,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/The_Clinton_Parameters,Clinton Parameters,35,105,1.0,0.0,4,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/Attempt100786195,http://dbpedia.org/resource/The_Clinton_Parameters,Clinton Parameters,35,105,1.0,0.0,4,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/The_Clinton_Parameters,Clinton Parameters,35,105,1.0,0.0,4,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/The_Clinton_Parameters,Clinton Parameters,35,105,1.0,0.0,4,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
