types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Disease,http://dbpedia.org/resource/Monotonic_function,nondecreasing,879,5,0.9999999193754864,0.0,1,65,== Music awards == | === Ovation ===
http://dbpedia.org/class/yago/WikicatControlled-accessHighways,http://dbpedia.org/resource/Monotonic_function,nondecreasing,879,5,0.9999999193754864,0.0,1,65,== Music awards == | === Ovation ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Monotonic_function,nondecreasing,879,5,0.9999999193754864,0.0,1,65,== Music awards == | === Ovation ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Monotonic_function,nondecreasing,879,5,0.9999999193754864,0.0,1,65,== Music awards == | === Ovation ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Monotonic_function,nondecreasing,879,5,0.9999999193754864,0.0,1,65,== Music awards == | === Ovation ===
http://dbpedia.org/class/yago/Highway103519981,http://dbpedia.org/resource/Monotonic_function,nondecreasing,879,5,0.9999999193754864,0.0,1,65,== Music awards == | === Ovation ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Monotonic_function,nondecreasing,879,5,0.9999999193754864,0.0,1,65,== Music awards == | === Ovation ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Monotonic_function,nondecreasing,879,5,0.9999999193754864,0.0,1,65,== Music awards == | === Ovation ===
http://dbpedia.org/class/yago/Road104096066,http://dbpedia.org/resource/Monotonic_function,nondecreasing,879,5,0.9999999193754864,0.0,1,65,== Music awards == | === Ovation ===
http://dbpedia.org/class/yago/Way104564698,http://dbpedia.org/resource/Monotonic_function,nondecreasing,879,5,0.9999999193754864,0.0,1,65,== Music awards == | === Ovation ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Monotonic_function,nondecreasing,879,5,0.9999999193754864,0.0,1,65,== Music awards == | === Ovation ===
