types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Chappaquiddick_Island,Chappaquiddick,79,27,0.7949542630411884,0.2578889262590669,0,25,== Select discography == | === 2000 ===
http://dbpedia.org/ontology/Place,http://dbpedia.org/resource/Chappaquiddick_Island,Chappaquiddick,79,27,0.7949542630411884,0.2578889262590669,0,25,== Select discography == | === 2000 ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Chappaquiddick_Island,Chappaquiddick,79,27,0.7949542630411884,0.2578889262590669,0,25,== Select discography == | === 2000 ===
http://dbpedia.org/class/yago/WikicatIslandsOfMassachusetts,http://dbpedia.org/resource/Chappaquiddick_Island,Chappaquiddick,79,27,0.7949542630411884,0.2578889262590669,0,25,== Select discography == | === 2000 ===
http://dbpedia.org/class/yago/WikicatIslandsOfTheUnitedStates,http://dbpedia.org/resource/Chappaquiddick_Island,Chappaquiddick,79,27,0.7949542630411884,0.2578889262590669,0,25,== Select discography == | === 2000 ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Chappaquiddick_Island,Chappaquiddick,79,27,0.7949542630411884,0.2578889262590669,0,25,== Select discography == | === 2000 ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Chappaquiddick_Island,Chappaquiddick,79,27,0.7949542630411884,0.2578889262590669,0,25,== Select discography == | === 2000 ===
http://dbpedia.org/class/yago/Island109316454,http://dbpedia.org/resource/Chappaquiddick_Island,Chappaquiddick,79,27,0.7949542630411884,0.2578889262590669,0,25,== Select discography == | === 2000 ===
http://dbpedia.org/class/yago/Land109334396,http://dbpedia.org/resource/Chappaquiddick_Island,Chappaquiddick,79,27,0.7949542630411884,0.2578889262590669,0,25,== Select discography == | === 2000 ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Chappaquiddick_Island,Chappaquiddick,79,27,0.7949542630411884,0.2578889262590669,0,25,== Select discography == | === 2000 ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Chappaquiddick_Island,Chappaquiddick,79,27,0.7949542630411884,0.2578889262590669,0,25,== Select discography == | === 2000 ===
