types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAmericanMascots,http://dbpedia.org/resource/Cap'n_Crunch,Captain Crunch,103,1,0.8134744321225016,0.2292949359795568,0,140,== Discography == | === Collaborative songs ===
http://dbpedia.org/class/yago/WikicatCartoonMascots,http://dbpedia.org/resource/Cap'n_Crunch,Captain Crunch,103,1,0.8134744321225016,0.2292949359795568,0,140,== Discography == | === Collaborative songs ===
http://dbpedia.org/class/yago/WikicatCorporateMascots,http://dbpedia.org/resource/Cap'n_Crunch,Captain Crunch,103,1,0.8134744321225016,0.2292949359795568,0,140,== Discography == | === Collaborative songs ===
http://dbpedia.org/class/yago/WikicatMascots,http://dbpedia.org/resource/Cap'n_Crunch,Captain Crunch,103,1,0.8134744321225016,0.2292949359795568,0,140,== Discography == | === Collaborative songs ===
http://dbpedia.org/class/yago/WikicatQuakerOatsCompanyCereals,http://dbpedia.org/resource/Cap'n_Crunch,Captain Crunch,103,1,0.8134744321225016,0.2292949359795568,0,140,== Discography == | === Collaborative songs ===
http://dbpedia.org/class/yago/Cereal112141495,http://dbpedia.org/resource/Cap'n_Crunch,Captain Crunch,103,1,0.8134744321225016,0.2292949359795568,0,140,== Discography == | === Collaborative songs ===
http://dbpedia.org/class/yago/GramineousPlant112101870,http://dbpedia.org/resource/Cap'n_Crunch,Captain Crunch,103,1,0.8134744321225016,0.2292949359795568,0,140,== Discography == | === Collaborative songs ===
http://dbpedia.org/class/yago/Grass112102133,http://dbpedia.org/resource/Cap'n_Crunch,Captain Crunch,103,1,0.8134744321225016,0.2292949359795568,0,140,== Discography == | === Collaborative songs ===
http://dbpedia.org/class/yago/Herb112205694,http://dbpedia.org/resource/Cap'n_Crunch,Captain Crunch,103,1,0.8134744321225016,0.2292949359795568,0,140,== Discography == | === Collaborative songs ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Cap'n_Crunch,Captain Crunch,103,1,0.8134744321225016,0.2292949359795568,0,140,== Discography == | === Collaborative songs ===
http://dbpedia.org/class/yago/Mascot110297234,http://dbpedia.org/resource/Cap'n_Crunch,Captain Crunch,103,1,0.8134744321225016,0.2292949359795568,0,140,== Discography == | === Collaborative songs ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Cap'n_Crunch,Captain Crunch,103,1,0.8134744321225016,0.2292949359795568,0,140,== Discography == | === Collaborative songs ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Cap'n_Crunch,Captain Crunch,103,1,0.8134744321225016,0.2292949359795568,0,140,== Discography == | === Collaborative songs ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Cap'n_Crunch,Captain Crunch,103,1,0.8134744321225016,0.2292949359795568,0,140,== Discography == | === Collaborative songs ===
http://dbpedia.org/class/yago/Plant100017222,http://dbpedia.org/resource/Cap'n_Crunch,Captain Crunch,103,1,0.8134744321225016,0.2292949359795568,0,140,== Discography == | === Collaborative songs ===
http://dbpedia.org/class/yago/VascularPlant113083586,http://dbpedia.org/resource/Cap'n_Crunch,Captain Crunch,103,1,0.8134744321225016,0.2292949359795568,0,140,== Discography == | === Collaborative songs ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Cap'n_Crunch,Captain Crunch,103,1,0.8134744321225016,0.2292949359795568,0,140,== Discography == | === Collaborative songs ===
